id,name,Protocol,Kx,Au,Enc,Bits,Mac,Auth Strength,Enc Strength,Overall
00C021,TLS_SRP_SHA_RSA_WITH_AES_256_CBC_SHA,TLS,SRP,SHA,AES_256_CBC,256,SHA,HIGH,HIGH,HIGH
00C022,TLS_SRP_SHA_DSS_WITH_AES_256_CBC_SHA,TLS,SRP,SHA,AES_256_CBC,256,SHA,HIGH,HIGH,HIGH
00C023,TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA256,TLS,ECDHE,ECDSA,AES_128_CBC,128,SHA256,HIGH,HIGH,HIGH
00C024,TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA384,TLS,ECDHE,ECDSA,AES_256_CBC,256,SHA384,HIGH,HIGH,HIGH
00C025,TLS_ECDH_ECDSA_WITH_AES_128_CBC_SHA256,TLS,ECDH,ECDSA,AES_128_CBC,128,SHA256,HIGH,HIGH,HIGH
00C026,TLS_ECDH_ECDSA_WITH_AES_256_CBC_SHA384,TLS,ECDH,ECDSA,AES_256_CBC,256,SHA384,HIGH,HIGH,HIGH
00C027,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256,TLS,ECDHE,RSA,AES_128_CBC,128,SHA256,HIGH,HIGH,HIGH
00C028,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA384,TLS,ECDHE,RSA,AES_256_CBC,256,SHA384,HIGH,HIGH,HIGH
00C029,TLS_ECDH_RSA_WITH_AES_128_CBC_SHA256,TLS,ECDH,RSA,AES_128_CBC,128,SHA256,HIGH,HIGH,HIGH
00C02A,TLS_ECDH_RSA_WITH_AES_256_CBC_SHA384,TLS,ECDH,RSA,AES_256_CBC,256,SHA384,HIGH,HIGH,HIGH
00C02B,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,TLS,ECDHE,ECDSA,AES_128_GCM,128,SHA256,HIGH,HIGH,HIGH
00C02C,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,TLS,ECDHE,ECDSA,AES_256_GCM,256,SHA384,HIGH,HIGH,HIGH
00C02D,TLS_ECDH_ECDSA_WITH_AES_128_GCM_SHA256,TLS,ECDH,ECDSA,AES_128_GCM,128,SHA256,HIGH,HIGH,HIGH
00C02E,TLS_ECDH_ECDSA_WITH_AES_256_GCM_SHA384,TLS,ECDH,ECDSA,AES_256_GCM,256,SHA384,HIGH,HIGH,HIGH
00C02F,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,TLS,ECDHE,RSA,AES_128_GCM,128,SHA256,HIGH,HIGH,HIGH
00C030,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,TLS,ECDHE,RSA,AES_256_GCM,256,SHA384,HIGH,HIGH,HIGH
00C031,TLS_ECDH_RSA_WITH_AES_128_GCM_SHA256,TLS,ECDH,RSA,AES_128_GCM,128,SHA256,HIGH,HIGH,HIGH
00C032,TLS_ECDH_RSA_WITH_AES_256_GCM_SHA384,TLS,ECDH,RSA,AES_256_GCM,256,SHA384,HIGH,HIGH,HIGH
00C033,TLS_ECDHE_PSK_WITH_RC4_128_SHA,TLS,ECDHE,PSK,RC4_128,128,SHA,HIGH,MEDIUM,MEDIUM
00C034,TLS_ECDHE_PSK_WITH_3DES_EDE_CBC_SHA,TLS,ECDHE,PSK,3DES_EDE_CBC,168,SHA,HIGH,HIGH,HIGH
00C035,TLS_ECDHE_PSK_WITH_AES_128_CBC_SHA,TLS,ECDHE,PSK,AES_128_CBC,128,SHA,HIGH,HIGH,HIGH
00C036,TLS_ECDHE_PSK_WITH_AES_256_CBC_SHA,TLS,ECDHE,PSK,AES_256_CBC,256,SHA,HIGH,HIGH,HIGH
00C037,TLS_ECDHE_PSK_WITH_AES_128_CBC_SHA256,TLS,ECDHE,PSK,AES_128_CBC,128,SHA256,HIGH,HIGH,HIGH
00C038,TLS_ECDHE_PSK_WITH_AES_256_CBC_SHA384,TLS,ECDHE,PSK,AES_256_CBC,256,SHA384,HIGH,HIGH,HIGH
00C039,TLS_ECDHE_PSK_WITH_NULL_SHA ,TLS,ECDHE,PSK,NULL,0,SHA ,HIGH,NULL,NULL
00C03A,TLS_ECDHE_PSK_WITH_NULL_SHA256,TLS,ECDHE,PSK,NULL,0,SHA256,HIGH,NULL,NULL
00C03B,TLS_ECDHE_PSK_WITH_NULL_SHA384,TLS,ECDHE,PSK,NULL,0,SHA384,HIGH,NULL,NULL
00FEFE,SSL_RSA_FIPS_WITH_DES_CBC_SHA,SSL,RSA_FIPS,RSA_FIPS,DES_CBC,56,SHA,HIGH,LOW,LOW
00FEFF,SSL_RSA_FIPS_WITH_3DES_EDE_CBC_SHA,SSL,RSA_FIPS,RSA_FIPS,3DES_EDE_CBC,168,SHA,HIGH,HIGH,HIGH
00FFE0,SSL_RSA_FIPS_WITH_3DES_EDE_CBC_SHA,SSL,RSA_FIPS,RSA_FIPS,3DES_EDE_CBC,168,SHA,HIGH,HIGH,HIGH
00FFE1,SSL_RSA_FIPS_WITH_DES_CBC_SHA,SSL,RSA_FIPS,RSA_FIPS,DES_CBC,56,SHA,HIGH,LOW,LOW
010080,SSL2_RC4_128_WITH_MD5,SSL2,RSA,RSA,RC4_128,128,MD5,LOW,MEDIUM,LOW
020080,SSL2_RC4_128_EXPORT40_WITH_MD5,SSL2,RSA,RSA,RC4_128_EXPORT40,40,MD5,LOW,EXPORT,EXPORT
030080,SSL2_RC2_CBC_128_CBC_WITH_MD5,SSL2,RSA,RSA,RC2_CBC_128_CBC,128,MD5,LOW,LOW,LOW
040080,SSL2_RC2_CBC_128_CBC_WITH_MD5,SSL2,RSA,RSA,RC2_CBC_128_CBC,128,MD5,LOW,LOW,LOW
050080,SSL2_IDEA_128_CBC_WITH_MD5,SSL2,RSA,RSA,IDEA_128_CBC,128,MD5,LOW,HIGH,LOW
060040,SSL2_DES_64_CBC_WITH_MD5,SSL2,RSA,RSA,DES_64_CBC,64,MD5,LOW,LOW,LOW
0700C0,SSL2_DES_192_EDE3_CBC_WITH_MD5,SSL2,RSA,RSA,DES_192_EDE3_CBC,192,MD5,LOW,HIGH,LOW
080080,SSL2_RC4_64_WITH_MD5,SSL2,RSA,RSA,RC4_64,64,MD5,LOW,LOW,LOW
800001,PCT_SSL_CERT_TYPE | PCT1_CERT_X509,PCT,,,,,,LOW,LOW,LOW
800003,PCT_SSL_CERT_TYPE | PCT1_CERT_X509_CHAIN,PCT,,,,,,LOW,LOW,LOW
810001,PCT_SSL_HASH_TYPE | PCT1_HASH_MD5,PCT,,,,,,LOW,LOW,LOW
810003,PCT_SSL_HASH_TYPE | PCT1_HASH_SHA,PCT,,,,,,LOW,LOW,LOW
820001,PCT_SSL_EXCH_TYPE | PCT1_EXCH_RSA_PKCS1,PCT,,,,,,LOW,LOW,LOW
830004,PCT_SSL_CIPHER_TYPE_1ST_HALF | PCT1_CIPHER_RC4,PCT,,,,,,LOW,LOW,LOW
842840,PCT_SSL_CIPHER_TYPE_2ND_HALF | PCT1_ENC_BITS_40 | PCT1_MAC_BITS_128,PCT,,,,,,LOW,LOW,LOW
848040,PCT_SSL_CIPHER_TYPE_2ND_HALF | PCT1_ENC_BITS_128 | PCT1_MAC_BITS_128,PCT,,,,,,LOW,LOW,LOW
8F8001,PCT_SSL_COMPAT | PCT_VERSION_1,PCT,,,,,,LOW,LOW,LOW
